,PC #,Date,Location,Time Bin,Observer,Start Time,End Time,Weather,Precipitation,Wind,Temperature,eBird Link,Notes,Jon's problem checker,Start_Datetime,End_Datetime,Date_completeness
680,681,4/5/2024,B3,Mid-day (11am-1pm),SRG,12:07,12:17,Sunny,Dry,Calm,51,https://ebird.org/checklist/S167277770,,-,2024-04-05 12:07:00,2024-04-05 12:17:00,0.8333333333333334
681,682,4/5/2024,A1,Evening (3-5pm),KEC,14:59,15:09,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S167295340,,-,2024-04-05 14:59:00,2024-04-05 15:09:00,0.8333333333333334
682,683,4/5/2024,A2,Evening (3-5pm),KEC,15:14,15:24,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S167297051,,-,2024-04-05 15:14:00,2024-04-05 15:24:00,0.8333333333333334
683,684,4/5/2024,A3,Evening (3-5pm),KEC,15:36,15:46,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S167301709,,-,2024-04-05 15:36:00,2024-04-05 15:46:00,0.8333333333333334
684,685,4/5/2024,A4,Evening (3-5pm),KEC,16:11,16:21,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S167302866,,-,2024-04-05 16:11:00,2024-04-05 16:21:00,0.8333333333333334
685,686,4/5/2024,A5,Evening (3-5pm),KEC,16:28,16:38,Partial Cloudy,Dry,Windy,56,https://ebird.org/checklist/S167304373,,-,2024-04-05 16:28:00,2024-04-05 16:38:00,0.8333333333333334
686,687,4/5/2024,A6,Evening (3-5pm),KEC,16:41,16:52,Partial Cloudy,Dry,Windy,56,https://ebird.org/checklist/S167306068,,-,2024-04-05 16:41:00,2024-04-05 16:52:00,0.8333333333333334
687,688,4/7/2024,B1,Morning (7-9am),SRG,7:51,8:01,Sunny,Dry,Calm,44,https://ebird.org/checklist/S167539564,,-,2024-04-07 07:51:00,2024-04-07 08:01:00,1.0
688,689,4/7/2024,B2,Morning (7-9am),SRG,8:03,8:13,Sunny,Dry,Calm,45,https://ebird.org/checklist/S167542147,,-,2024-04-07 08:03:00,2024-04-07 08:13:00,1.0
689,690,4/7/2024,B3,Morning (7-9am),SRG,8:16,8:26,Sunny,Dry,Calm,46,https://ebird.org/checklist/S167545152,,-,2024-04-07 08:16:00,2024-04-07 08:26:00,1.0
690,691,4/7/2024,B4,Morning (7-9am),SRG,8:30,8:40,Sunny,Dry,Calm,47,https://ebird.org/checklist/S167548027,,-,2024-04-07 08:30:00,2024-04-07 08:40:00,1.0
691,692,4/7/2024,B5,Morning (7-9am),SRG,8:43,8:53,Sunny,Dry,Calm,48,https://ebird.org/checklist/S167551238,,-,2024-04-07 08:43:00,2024-04-07 08:53:00,1.0
692,693,4/7/2024,B6,Morning (7-9am),SRG,8:54,9:04,Sunny,Dry,Calm,48,https://ebird.org/checklist/S167553726,,-,2024-04-07 08:54:00,2024-04-07 09:04:00,1.0
693,694,4/7/2024,B1,Mid-day (11am-1pm),LSW,11:23,11:33,Sunny,Dry,Slight Wind,55,https://ebird.org/checklist/S167584840,,-,2024-04-07 11:23:00,2024-04-07 11:33:00,1.0
694,695,4/7/2024,B2,Mid-day (11am-1pm),LSW,11:36,11:46,Sunny,Dry,Slight Wind,55,https://ebird.org/checklist/S167587315,,-,2024-04-07 11:36:00,2024-04-07 11:46:00,1.0
695,696,4/7/2024,B3,Mid-day (11am-1pm),LSW,11:49,11:59,Sunny,Dry,Slight Wind,57,https://ebird.org/checklist/S167589719,,-,2024-04-07 11:49:00,2024-04-07 11:59:00,1.0
696,697,4/7/2024,B4,Mid-day (11am-1pm),LSW,12:01,12:11,Sunny,Dry,Slight Wind,57,https://ebird.org/checklist/S167591945,stood near south entrance of VLSB,-,2024-04-07 12:01:00,2024-04-07 12:11:00,1.0
697,698,4/7/2024,B5,Mid-day (11am-1pm),LSW,12:14,12:24,Sunny,Dry,Slight Wind,57,https://ebird.org/checklist/S167594143,,-,2024-04-07 12:14:00,2024-04-07 12:24:00,1.0
698,699,4/7/2024,B6,Mid-day (11am-1pm),LSW,12:27,12:37,Sunny,Dry,Slight Wind,58,https://ebird.org/checklist/S167596412,,-,2024-04-07 12:27:00,2024-04-07 12:37:00,1.0
699,700,4/7/2024,C6,Evening (3-5pm),JOL,15:13,15:23,Sunny,Dry,Slight Wind,67,https://ebird.org/checklist/S167626198,,-,2024-04-07 15:13:00,2024-04-07 15:23:00,1.0
700,701,4/7/2024,C5,Evening (3-5pm),JOL,15:29,15:39,Sunny,Dry,Slight Wind,67,https://ebird.org/checklist/S167628703,,-,2024-04-07 15:29:00,2024-04-07 15:39:00,1.0
701,702,4/7/2024,C4,Evening (3-5pm),JOL,15:43,15:53,Sunny,Dry,Slight Wind,67,https://ebird.org/checklist/S167631008,,-,2024-04-07 15:43:00,2024-04-07 15:53:00,1.0
702,703,4/7/2024,C3,Evening (3-5pm),JOL,15:56,16:06,Sunny,Dry,Slight Wind,67,https://ebird.org/checklist/S167633035,,-,2024-04-07 15:56:00,2024-04-07 16:06:00,1.0
703,704,4/7/2024,C2,Evening (3-5pm),JOL,16:10,16:20,Sunny,Dry,Slight Wind,67,https://ebird.org/checklist/S167635215,,-,2024-04-07 16:10:00,2024-04-07 16:20:00,1.0
704,705,4/7/2024,C1,Evening (3-5pm),JOL,16:22,16:32,Sunny,Dry,Slight Wind,67,https://ebird.org/checklist/S167636913,,-,2024-04-07 16:22:00,2024-04-07 16:32:00,1.0
705,706,4/8/2024,B1,Morning (7-9am),SRG,8:03,8:13,Sunny,Dry,Calm,49,https://ebird.org/checklist/S167717564,,-,2024-04-08 08:03:00,2024-04-08 08:13:00,1.0
706,707,4/8/2024,B2,Morning (7-9am),SRG,8:15,8:25,Sunny,Dry,Calm,50,https://ebird.org/checklist/S167719859,,-,2024-04-08 08:15:00,2024-04-08 08:25:00,1.0
707,708,4/8/2024,B3,Morning (7-9am),SRG,8:27,8:37,Sunny,Dry,Calm,51,https://ebird.org/checklist/S167722058,,-,2024-04-08 08:27:00,2024-04-08 08:37:00,1.0
708,709,4/8/2024,B4,Morning (7-9am),SRG,8:40,8:50,Sunny,Dry,Calm,52,https://ebird.org/checklist/S167724269,,-,2024-04-08 08:40:00,2024-04-08 08:50:00,1.0
709,710,4/8/2024,B5,Morning (7-9am),SRG,8:52,9:02,Sunny,Dry,Calm,52,https://ebird.org/checklist/S167726479,,-,2024-04-08 08:52:00,2024-04-08 09:02:00,1.0
710,711,4/8/2024,B6,Morning (7-9am),SRG,9:04,9:14,Sunny,Dry,Calm,53,https://ebird.org/checklist/S167728647,,-,2024-04-08 09:04:00,2024-04-08 09:14:00,1.0
711,712,4/8/2024,A6,Mid-day (11am-1pm),SRG,11:46,11:56,Sunny,Dry,Calm,62,https://ebird.org/checklist/S167759203,,-,2024-04-08 11:46:00,2024-04-08 11:56:00,1.0
712,713,4/8/2024,A5,Mid-day (11am-1pm),SRG,11:58,12:08,Sunny,Dry,Calm,63,https://ebird.org/checklist/S167762038,,-,2024-04-08 11:58:00,2024-04-08 12:08:00,1.0
713,714,4/8/2024,A4,Mid-day (11am-1pm),SRG,12:11,12:21,Sunny,Dry,Calm,63,https://ebird.org/checklist/S167764895,,-,2024-04-08 12:11:00,2024-04-08 12:21:00,1.0
714,715,4/8/2024,A3,Mid-day (11am-1pm),SRG,12:23,12:33,Sunny,Dry,Calm,64,https://ebird.org/checklist/S167767455,construction,-,2024-04-08 12:23:00,2024-04-08 12:33:00,1.0
715,716,4/8/2024,A2,Mid-day (11am-1pm),SRG,12:39,12:49,Sunny,Dry,Calm,64,https://ebird.org/checklist/S167771013,construction,-,2024-04-08 12:39:00,2024-04-08 12:49:00,1.0
716,717,4/8/2024,A1,Mid-day (11am-1pm),SRG,12:52,13:02,Sunny,Dry,Calm,65,https://ebird.org/checklist/S167773394,,-,2024-04-08 12:52:00,2024-04-08 13:02:00,1.0
717,718,4/8/2024,C1,Evening (3-5pm),SRG,15:29,15:39,Sunny,Dry,Calm,68,https://ebird.org/checklist/S167795967,,-,2024-04-08 15:29:00,2024-04-08 15:39:00,1.0
718,719,4/8/2024,C2,Evening (3-5pm),SRG,15:41,15:51,Sunny,Dry,Calm,68,https://ebird.org/checklist/S167797414,,-,2024-04-08 15:41:00,2024-04-08 15:51:00,1.0
719,720,4/8/2024,C3,Evening (3-5pm),SRG,15:53,16:03,Sunny,Dry,Calm,68,https://ebird.org/checklist/S167799261,,-,2024-04-08 15:53:00,2024-04-08 16:03:00,1.0
720,721,4/8/2024,C4,Evening (3-5pm),SRG,16:07,16:17,Sunny,Dry,Calm,68,https://ebird.org/checklist/S167800959,,-,2024-04-08 16:07:00,2024-04-08 16:17:00,1.0
721,722,4/8/2024,C5,Evening (3-5pm),SRG,16:19,16:29,Sunny,Dry,Calm,68,https://ebird.org/checklist/S167802795,,-,2024-04-08 16:19:00,2024-04-08 16:29:00,1.0
722,723,4/8/2024,C6,Evening (3-5pm),SRG,16:33,16:43,Sunny,Dry,Calm,67,https://ebird.org/checklist/S167804645,,-,2024-04-08 16:33:00,2024-04-08 16:43:00,1.0
723,724,4/14/2024,C1,Morning (7-9am),SRG,7:50,8:00,Sunny,Dry,Calm,44,https://ebird.org/checklist/S168577130,,-,2024-04-14 07:50:00,2024-04-14 08:00:00,0.6666666666666666
724,725,4/14/2024,C2,Morning (7-9am),SRG,8:02,8:12,Sunny,Dry,Calm,44,https://ebird.org/checklist/S168580027,,-,2024-04-14 08:02:00,2024-04-14 08:12:00,0.6666666666666666
725,726,4/14/2024,C3,Morning (7-9am),SRG,8:16,8:26,Sunny,Dry,Calm,46,https://ebird.org/checklist/S168583487,,-,2024-04-14 08:16:00,2024-04-14 08:26:00,0.6666666666666666
726,727,4/14/2024,C4,Morning (7-9am),SRG,8:28,8:38,Sunny,Dry,Calm,47,https://ebird.org/checklist/S168586682,,-,2024-04-14 08:28:00,2024-04-14 08:38:00,0.6666666666666666
727,728,4/14/2024,C5,Morning (7-9am),SRG,8:41,8:51,Sunny,Dry,Calm,47,https://ebird.org/checklist/S168590170,,-,2024-04-14 08:41:00,2024-04-14 08:51:00,0.6666666666666666
728,729,4/14/2024,C6,Morning (7-9am),SRG,8:54,9:04,Sunny,Dry,Calm,47,https://ebird.org/checklist/S168593342,,-,2024-04-14 08:54:00,2024-04-14 09:04:00,0.6666666666666666
729,730,4/14/2024,A1,Mid-day (11am-1pm),SRG,11:34,11:44,Partial Cloudy,Dry,Slight Wind,51,https://ebird.org/checklist/S168628939,,-,2024-04-14 11:34:00,2024-04-14 11:44:00,0.6666666666666666
730,731,4/14/2024,A2,Mid-day (11am-1pm),SRG,11:46,11:56,Partial Cloudy,Dry,Slight Wind,52,https://ebird.org/checklist/S168631303,,-,2024-04-14 11:46:00,2024-04-14 11:56:00,0.6666666666666666
731,732,4/14/2024,A3,Mid-day (11am-1pm),SRG,11:58,12:08,Partial Cloudy,Dry,Slight Wind,52,https://ebird.org/checklist/S168633647,,-,2024-04-14 11:58:00,2024-04-14 12:08:00,0.6666666666666666
732,733,4/14/2024,A4,Mid-day (11am-1pm),SRG,12:10,12:20,Partial Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S168635970,,-,2024-04-14 12:10:00,2024-04-14 12:20:00,0.6666666666666666
733,734,4/14/2024,A5,Mid-day (11am-1pm),SRG,12:27,12:37,Partial Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S168638932,,-,2024-04-14 12:27:00,2024-04-14 12:37:00,0.6666666666666666
734,735,4/14/2024,A6,Mid-day (11am-1pm),SRG,12:41,12:51,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S168641959,,-,2024-04-14 12:41:00,2024-04-14 12:51:00,0.6666666666666666
741,742,4/19/2024,A1,Mid-day (11am-1pm),LSW,12:11,12:21,Partial Cloudy,Dry,Slight Wind,61,https://ebird.org/checklist/S169333572,,-,2024-04-19 12:11:00,2024-04-19 12:21:00,0.9444444444444444
742,743,4/19/2024,A2,Mid-day (11am-1pm),LSW,12:23,12:33,Sunny,Dry,Slight Wind,61,https://ebird.org/checklist/S169337451,"powerwashing/construction, couldn't rely on bird call very well",-,2024-04-19 12:23:00,2024-04-19 12:33:00,0.9444444444444444
743,744,4/19/2024,A3,Mid-day (11am-1pm),LSW,12:38,12:48,Sunny,Dry,Slight Wind,61,https://ebird.org/checklist/S169339435,construction,-,2024-04-19 12:38:00,2024-04-19 12:48:00,0.9444444444444444
744,745,4/19/2024,A4,Mid-day (11am-1pm),LSW,12:50,13:00,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169340949,,-,2024-04-19 12:50:00,2024-04-19 13:00:00,0.9444444444444444
745,746,4/19/2024,A5,Mid-day (11am-1pm),LSW,13:03,13:13,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169342318,,-,2024-04-19 13:03:00,2024-04-19 13:13:00,0.9444444444444444
746,747,4/19/2024,B6,Morning (7-9am),JOL,8:05,8:15,Cloudy,Dry,Windy,53,https://ebird.org/checklist/S169298322,,-,2024-04-19 08:05:00,2024-04-19 08:15:00,0.9444444444444444
747,748,4/19/2024,B5,Morning (7-9am),JOL,8:16,8:26,Cloudy,Dry,Windy,53,https://ebird.org/checklist/S169299982,,-,2024-04-19 08:16:00,2024-04-19 08:26:00,0.9444444444444444
748,749,4/19/2024,B4,Morning (7-9am),JOL,8:27,8:37,Cloudy,Dry,Windy,53,https://ebird.org/checklist/S169301725,,-,2024-04-19 08:27:00,2024-04-19 08:37:00,0.9444444444444444
749,750,4/19/2024,B3,Morning (7-9am),JOL,8:38,8:48,Cloudy,Dry,Windy,53,https://ebird.org/checklist/S169303508,,-,2024-04-19 08:38:00,2024-04-19 08:48:00,0.9444444444444444
750,751,4/19/2024,B2,Morning (7-9am),JOL,8:49,8:59,Cloudy,Dry,Windy,53,https://ebird.org/checklist/S169305058,,-,2024-04-19 08:49:00,2024-04-19 08:59:00,0.9444444444444444
751,752,4/19/2024,B1,Morning (7-9am),JOL,9:00,9:10,Cloudy,Dry,Windy,53,https://ebird.org/checklist/S169306655,,-,2024-04-19 09:00:00,2024-04-19 09:10:00,0.9444444444444444
757,758,4/19/2024,C1,Evening (3-5pm),SRG,15:00,15:10,Sunny,Dry,Slight Wind,63,https://ebird.org/checklist/S169357358,,-,2024-04-19 15:00:00,2024-04-19 15:10:00,0.9444444444444444
758,759,4/19/2024,C2,Evening (3-5pm),SRG,15:12,15:22,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169358964,,-,2024-04-19 15:12:00,2024-04-19 15:22:00,0.9444444444444444
759,760,4/19/2024,C3,Evening (3-5pm),SRG,15:24,15:34,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169360404,,-,2024-04-19 15:24:00,2024-04-19 15:34:00,0.9444444444444444
760,761,4/19/2024,C4,Evening (3-5pm),SRG,15:37,15:47,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169362313,,-,2024-04-19 15:37:00,2024-04-19 15:47:00,0.9444444444444444
761,762,4/19/2024,C5,Evening (3-5pm),SRG,15:50,16:00,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169363861,,-,2024-04-19 15:50:00,2024-04-19 16:00:00,0.9444444444444444
762,763,4/19/2024,C6,Evening (3-5pm),SRG,16:04,16:14,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169365563,,-,2024-04-19 16:04:00,2024-04-19 16:14:00,0.9444444444444444
763,764,4/26/2024,A1,Morning (7-9am),SRG,7:52,8:02,Partial Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S170360062,,-,2024-04-26 07:52:00,2024-04-26 08:02:00,0.8888888888888888
764,765,4/26/2024,A2,Morning (7-9am),SRG,8:06,8:16,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S170362171,,-,2024-04-26 08:06:00,2024-04-26 08:16:00,0.8888888888888888
765,766,4/26/2024,A3,Morning (7-9am),SRG,8:22,8:32,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S170364767,,-,2024-04-26 08:22:00,2024-04-26 08:32:00,0.8888888888888888
766,767,4/26/2024,A4,Morning (7-9am),SRG,8:34,8:44,Partial Cloudy,Dry,Slight Wind,55,https://ebird.org/checklist/S170366488,,-,2024-04-26 08:34:00,2024-04-26 08:44:00,0.8888888888888888
767,768,4/26/2024,A5,Morning (7-9am),SRG,8:46,8:56,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S170368374,,-,2024-04-26 08:46:00,2024-04-26 08:56:00,0.8888888888888888
768,769,4/26/2024,A6,Morning (7-9am),SRG,8:58,9:08,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S170370309,,-,2024-04-26 08:58:00,2024-04-26 09:08:00,0.8888888888888888
769,770,4/26/2024,B1,Mid-day (11am-1pm),SRG,11:11,11:21,Partial Cloudy,Dry,Slight Wind,61,https://ebird.org/checklist/S170391220,,-,2024-04-26 11:11:00,2024-04-26 11:21:00,0.8888888888888888
770,771,4/26/2024,B2,Mid-day (11am-1pm),SRG,11:23,11:33,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170392920,,-,2024-04-26 11:23:00,2024-04-26 11:33:00,0.8888888888888888
771,772,4/26/2024,B3,Mid-day (11am-1pm),SRG,11:36,11:46,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170394920,,-,2024-04-26 11:36:00,2024-04-26 11:46:00,0.8888888888888888
772,773,4/26/2024,B5,Mid-day (11am-1pm),SRG,11:49,11:59,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170396717,,-,2024-04-26 11:49:00,2024-04-26 11:59:00,0.8888888888888888
773,774,4/26/2024,B6,Mid-day (11am-1pm),SRG,12:01,12:11,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170398444,,-,2024-04-26 12:01:00,2024-04-26 12:11:00,0.8888888888888888
774,775,4/26/2024,B1,Evening (3-5pm),MTT,15:02,15:12,Partial Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S170422962,,-,2024-04-26 15:02:00,2024-04-26 15:12:00,0.8888888888888888
775,776,4/26/2024,B2,Evening (3-5pm),MTT,15:14,15:24,Partial Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S170424551,,-,2024-04-26 15:14:00,2024-04-26 15:24:00,0.8888888888888888
776,777,4/26/2024,B3,Evening (3-5pm),MTT,15:27,15:37,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170426271,,-,2024-04-26 15:27:00,2024-04-26 15:37:00,0.8888888888888888
777,778,4/26/2024,B5,Evening (3-5pm),MTT,15:46,15:56,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170429064,,-,2024-04-26 15:46:00,2024-04-26 15:56:00,0.8888888888888888
778,779,4/26/2024,B6,Evening (3-5pm),MTT,16:00,16:10,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170430943,,-,2024-04-26 16:00:00,2024-04-26 16:10:00,0.8888888888888888
779,780,4/27/2024,C1,Morning (7-9am),SRG,7:09,7:19,Sunny,Dry,Calm,49,https://ebird.org/checklist/S170515692,,-,2024-04-27 07:09:00,2024-04-27 07:19:00,0.9444444444444444
780,781,4/27/2024,C2,Morning (7-9am),SRG,7:21,7:31,Sunny,Dry,Calm,49,https://ebird.org/checklist/S170518391,,-,2024-04-27 07:21:00,2024-04-27 07:31:00,0.9444444444444444
781,782,4/27/2024,C3,Morning (7-9am),SRG,7:35,7:45,Sunny,Dry,Calm,50,https://ebird.org/checklist/S170522512,,-,2024-04-27 07:35:00,2024-04-27 07:45:00,0.9444444444444444
782,783,4/27/2024,C4,Morning (7-9am),SRG,7:49,7:59,Sunny,Dry,Calm,51,https://ebird.org/checklist/S170525167,,-,2024-04-27 07:49:00,2024-04-27 07:59:00,0.9444444444444444
783,784,4/27/2024,C5,Morning (7-9am),SRG,8:04,8:14,Sunny,Dry,Calm,52,https://ebird.org/checklist/S170528944,,-,2024-04-27 08:04:00,2024-04-27 08:14:00,0.9444444444444444
784,785,4/27/2024,C6,Morning (7-9am),SRG,8:19,8:29,Sunny,Dry,Calm,52,https://ebird.org/checklist/S170532433,,-,2024-04-27 08:19:00,2024-04-27 08:29:00,0.9444444444444444
785,786,4/27/2024,C1,Mid-day (11am-1pm),JOL,11:39,11:49,Sunny,Dry,Calm,64,https://ebird.org/checklist/S170576297,,-,2024-04-27 11:39:00,2024-04-27 11:49:00,0.9444444444444444
786,787,4/27/2024,C2,Mid-day (11am-1pm),JOL,11:51,12:01,Sunny,Dry,Calm,64,https://ebird.org/checklist/S170578458,,-,2024-04-27 11:51:00,2024-04-27 12:01:00,0.9444444444444444
787,788,4/27/2024,C3,Mid-day (11am-1pm),JOL,12:02,12:12,Sunny,Dry,Calm,64,https://ebird.org/checklist/S170580552,,-,2024-04-27 12:02:00,2024-04-27 12:12:00,0.9444444444444444
788,789,4/27/2024,C4,Mid-day (11am-1pm),JOL,12:13,12:23,Sunny,Dry,Calm,64,https://ebird.org/checklist/S170582925,,-,2024-04-27 12:13:00,2024-04-27 12:23:00,0.9444444444444444
789,790,4/27/2024,C5,Mid-day (11am-1pm),JOL,12:25,12:35,Sunny,Dry,Calm,64,https://ebird.org/checklist/S170585148,,-,2024-04-27 12:25:00,2024-04-27 12:35:00,0.9444444444444444
790,791,4/27/2024,C6,Mid-day (11am-1pm),JOL,12:41,12:51,Sunny,Dry,Calm,64,https://ebird.org/checklist/S170588018,,-,2024-04-27 12:41:00,2024-04-27 12:51:00,0.9444444444444444
791,792,4/27/2024,B1,Evening (3-5pm),SRG,15:00,15:10,Sunny,Dry,Calm,66,https://ebird.org/checklist/S170613796,,-,2024-04-27 15:00:00,2024-04-27 15:10:00,0.9444444444444444
792,793,4/27/2024,B2,Evening (3-5pm),SRG,15:13,15:23,Sunny,Dry,Calm,66,https://ebird.org/checklist/S170615961,,-,2024-04-27 15:13:00,2024-04-27 15:23:00,0.9444444444444444
793,794,4/27/2024,B3,Evening (3-5pm),SRG,15:26,15:36,Sunny,Dry,Calm,66,https://ebird.org/checklist/S170618001,,-,2024-04-27 15:26:00,2024-04-27 15:36:00,0.9444444444444444
794,795,4/27/2024,B5,Evening (3-5pm),SRG,15:40,15:50,Sunny,Dry,Calm,66,https://ebird.org/checklist/S170620948,,-,2024-04-27 15:40:00,2024-04-27 15:50:00,0.9444444444444444
795,796,4/27/2024,B6,Evening (3-5pm),SRG,15:54,16:04,Sunny,Dry,Calm,66,https://ebird.org/checklist/S170622806,,-,2024-04-27 15:54:00,2024-04-27 16:04:00,0.9444444444444444
